uniprot_id,Tissue,Organ_id,RNAExpression (tpm)
A0A0A6YYG2,Adrenal gland,1.0,0.0
A0A0A6YYG2,Amygdala,2.0,0.3
A0A0A6YYG2,Appendix,3.0,2.5
A0A0A6YYG2,Basal ganglia,5.0,0.3
A0A0A6YYG2,Bone marrow,6.0,0.4
A0A0A6YYG2,Breast,7.0,0.0
A0A0A6YYG2,Cervix,10.0,0.0
A0A0A6YYG2,Colon,11.0,0.2
A0A0A6YYG2,Duodenum,12.0,0.2
A0A0A6YYG2,Esophagus,14.0,0.0
A0A0A6YYG2,Epididymis,16.0,0.0
A0A0A6YYG2,Fallopian tube,17.0,0.0
A0A0A6YYG2,Gallbladder,18.0,0.5
A0A0A6YYG2,Kidney,20.0,0.0
A0A0A6YYG2,Liver,21.0,0.0
A0A0A6YYG2,Lung,22.0,0.1
A0A0A6YYG2,Lymph node,23.0,2.7
A0A0A6YYG2,Ovary,29.0,0.2
A0A0A6YYG2,Pancreas,30.0,0.0
A0A0A6YYG2,Placenta,35.0,0.0
A0A0A6YYG3,Adipose tissue,0.0,0.4
A0A0A6YYG3,Adrenal gland,1.0,0.6
A0A0A6YYG3,Amygdala,2.0,7.9
A0A0A6YYG3,Appendix,3.0,0.3
A0A0A6YYG3,Basal ganglia,5.0,6.6
A0A0A6YYG3,Bone marrow,6.0,0.0
A0A0A6YYG3,Breast,7.0,0.6
A0A0A6YYG3,Cervix,10.0,1.1
A0A0A6YYG3,Colon,11.0,0.3
A0A0A6YYG3,Duodenum,12.0,0.1
A0A0A6YYG3,Esophagus,14.0,0.5
A0A0A6YYG3,Epididymis,16.0,1.3
A0A0A6YYG3,Fallopian tube,17.0,1.3
A0A0A6YYG3,Gallbladder,18.0,0.6
A0A0A6YYJ7,Adipose tissue,0.0,1.4
A0A0A6YYJ7,Adrenal gland,1.0,0.4
A0A0A6YYJ7,Amygdala,2.0,0.1
A0A0A6YYJ7,Appendix,3.0,17.7
A0A0A6YYJ7,Basal ganglia,5.0,0.1
A0A0A6YYJ7,Bone marrow,6.0,1.4
A0A0A6YYJ7,Breast,7.0,1.2
A0A0A6YYJ7,Cervix,10.0,0.3
A0A0A6YYJ7,Colon,11.0,3.6
A0A0A6YYJ7,Duodenum,12.0,3.7
A0A0A6YYJ7,Esophagus,14.0,0.8
A0A0A6YYJ7,Epididymis,16.0,0.4
A0A0A6YYJ7,Fallopian tube,17.0,1.4
A0A0A6YYJ7,Gallbladder,18.0,5.7
A0A0A6YYJ7,Kidney,20.0,0.4
A0A0A6YYJ7,Liver,21.0,0.5
A0A0A6YYJ7,Lung,22.0,0.5
A0A0A6YYK1,Adipose tissue,0.0,0.0
A0A0A6YYK1,Adrenal gland,1.0,0.0
A0A0A6YYK1,Amygdala,2.0,0.0
A0A0A6YYK1,Appendix,3.0,0.0
A0A0A6YYK1,Basal ganglia,5.0,0.0
A0A0A6YYK1,Bone marrow,6.0,0.0
A0A0A6YYK1,Breast,7.0,0.0
A0A0A6YYK1,Cervix,10.0,0.0
A0A0A6YYK1,Colon,11.0,0.0
A0A0A6YYK1,Duodenum,12.0,0.0
A0A0A6YYK1,Esophagus,14.0,0.0
A0A0A6YYK1,Epididymis,16.0,0.0
A0A0A6YYK1,Fallopian tube,17.0,0.0
A0A0A6YYK1,Gallbladder,18.0,0.0
A0A0A6YYK1,Kidney,20.0,0.0
A0A0A6YYK1,Liver,21.0,0.0
A0A0A6YYK1,Lung,22.0,0.0
A0A0A6YYK1,Lymph node,23.0,0.0
A0A0A6YYK1,Ovary,29.0,0.0
A0A0A6YYK1,Pancreas,30.0,0.0
A0A0A6YYK1,Placenta,35.0,0.0
A0A0A6YYK6,Adipose tissue,0.0,0.2
A0A0A6YYK6,Adrenal gland,1.0,0.0
A0A0A6YYK6,Amygdala,2.0,0.0
A0A0A6YYK6,Appendix,3.0,7.8
A0A0A6YYK6,Basal ganglia,5.0,0.1
A0A0A6YYK6,Bone marrow,6.0,0.3
A0A0A6YYK6,Breast,7.0,0.3
A0A0A6YYK6,Cervix,10.0,0.7
A0A0A6YYK7,Adipose tissue,0.0,0.1
A0A0A6YYK7,Adrenal gland,1.0,0.2
A0A0A6YYK7,Amygdala,2.0,0.0
A0A0A6YYK7,Appendix,3.0,4.3
A0A0A6YYK7,Basal ganglia,5.0,0.0
A0A0A6YYK7,Bone marrow,6.0,0.1
A0A0A6YYK7,Breast,7.0,0.4
A0A0A6YYK7,Cervix,10.0,0.7
A0A0A6YYK7,Colon,11.0,0.7
A0A0A6YYK7,Duodenum,12.0,0.4
A0A0A6YYK7,Esophagus,14.0,0.2
A0A0A6YYK7,Epididymis,16.0,0.0
A0A0A6YYK7,Fallopian tube,17.0,0.3
A0A0A6YYK7,Gallbladder,18.0,2.6
A0A0B4J1U4,Adipose tissue,0.0,0.5
A0A0B4J1U4,Adrenal gland,1.0,0.5
A0A0B4J1U4,Amygdala,2.0,0.6
A0A0B4J1U4,Appendix,3.0,0.5
A0A0B4J1U6,Adipose tissue,0.0,0.0
A0A0B4J1U6,Adrenal gland,1.0,0.0
A0A0B4J1U6,Amygdala,2.0,0.0
A0A0B4J1U6,Appendix,3.0,0.5
A0A0B4J1U6,Basal ganglia,5.0,0.1
A0A0B4J1U6,Bone marrow,6.0,0.1
A0A0B4J1U6,Breast,7.0,0.1
A0A0B4J1U6,Cervix,10.0,0.2
A0A0B4J1U6,Colon,11.0,0.0
A0A0B4J1U6,Duodenum,12.0,0.0
A0A0B4J1U6,Esophagus,14.0,0.0
A0A0B4J1U6,Epididymis,16.0,0.0
A0A0B4J1U6,Fallopian tube,17.0,0.0
A0A0B4J1U6,Gallbladder,18.0,0.0
A0A0B4J1U6,Kidney,20.0,0.0
A0A0B4J1U6,Liver,21.0,0.0
A0A0B4J1U6,Lung,22.0,0.1
A0A0B4J1U6,Lymph node,23.0,0.6
A0A0B4J1U6,Ovary,29.0,0.0
A0A0B4J1U6,Pancreas,30.0,0.0
A0A0B4J1U6,Placenta,35.0,0.0
A0A0B4J1U6,Prostate,36.0,0.0
A0A0B4J1U7,Adipose tissue,0.0,20.5
A0A0B4J1U7,Adrenal gland,1.0,60.6
A0A0B4J1U7,Amygdala,2.0,0.4
A0A0B4J1U7,Appendix,3.0,454.7
A0A0B4J1U7,Basal ganglia,5.0,0.3
A0A0B4J1U7,Bone marrow,6.0,44.6
A0A0B4J1V0,Adipose tissue,0.0,0.0
A0A0B4J1V0,Adrenal gland,1.0,0.0
A0A0B4J1V0,Amygdala,2.0,0.0
A0A0B4J1V0,Appendix,3.0,0.4
A0A0B4J1V0,Basal ganglia,5.0,0.0
A0A0B4J1V0,Bone marrow,6.0,0.0
A0A0B4J1V0,Breast,7.0,0.1
A0A0B4J1V0,Cervix,10.0,0.0
A0A0B4J1V0,Colon,11.0,0.2
A0A0B4J1V0,Duodenum,12.0,0.1
A0A0B4J1V0,Esophagus,14.0,0.1
A0A0B4J1V0,Epididymis,16.0,0.0
A0A0B4J1V0,Fallopian tube,17.0,0.0
A0A0B4J1V0,Gallbladder,18.0,0.1
A0A0B4J1V0,Kidney,20.0,0.0
A0A0B4J1V0,Liver,21.0,0.0
A0A0B4J1V0,Lung,22.0,0.0
A0A0B4J1V0,Lymph node,23.0,0.2
A0A0B4J1V0,Ovary,29.0,0.0
A0A0B4J1V0,Pancreas,30.0,0.0
A0A0B4J1V0,Placenta,35.0,0.0
A0A0B4J1V1,Adipose tissue,0.0,81.5
A0A0B4J1V1,Adrenal gland,1.0,266.9
A0A0B4J1V1,Amygdala,2.0,0.6
A0A0B4J1V1,Appendix,3.0,1170.8
A0A0B4J1V1,Basal ganglia,5.0,0.7
A0A0B4J1V1,Bone marrow,6.0,110.7
A0A0B4J1V1,Breast,7.0,388.3
A0A0B4J1V1,Cervix,10.0,124.7
A0A0B4J1V1,Colon,11.0,2.0
A0A0B4J1V6,Adipose tissue,0.0,0.1
A0A0B4J1V6,Adrenal gland,1.0,0.2
A0A0B4J1V6,Amygdala,2.0,0.0
A0A0B4J1V6,Appendix,3.0,10.7
A0A0B4J1V6,Basal ganglia,5.0,0.0
A0A0B4J1V6,Bone marrow,6.0,2.8
A0A0B4J1V6,Breast,7.0,4.0
A0A0B4J1V6,Cervix,10.0,0.4
A0A0B4J1V6,Colon,11.0,7.4
A0A0B4J1V6,Duodenum,12.0,6.5
A0A0B4J1V6,Esophagus,14.0,0.6
A0A0B4J1V6,Epididymis,16.0,0.0
A0A0B4J1V6,Fallopian tube,17.0,0.6
A0A0B4J1V6,Gallbladder,18.0,11.9
A0A0B4J1Y8,Adipose tissue,0.0,0.0
A0A0B4J1Y8,Adrenal gland,1.0,0.0
A0A0B4J1Y8,Amygdala,2.0,0.1
A0A0B4J1Y8,Appendix,3.0,0.0
A0A0B4J1Y8,Basal ganglia,5.0,0.2
A0A0B4J1Y8,Bone marrow,6.0,0.0
A0A0B4J1Y8,Breast,7.0,0.0
A0A0B4J1Y9,Adipose tissue,0.0,0.0
A0A0B4J1Y9,Adrenal gland,1.0,0.0
A0A0B4J1Y9,Amygdala,2.0,1.2
A0A0B4J1Y9,Appendix,3.0,0.0
A0A0B4J1Y9,Basal ganglia,5.0,2.2
A0A0B4J1Y9,Bone marrow,6.0,0.0
A0A0B4J1Y9,Breast,7.0,0.0
A0A0B4J1Y9,Cervix,10.0,0.0
A0A0B4J1Y9,Colon,11.0,0.0
A0A0B4J1Y9,Duodenum,12.0,0.0
A0A0B4J1Y9,Esophagus,14.0,0.0
A0A0B4J1Y9,Epididymis,16.0,0.0
A0A0B4J1Y9,Fallopian tube,17.0,0.0
A0A0B4J1Y9,Gallbladder,18.0,0.0
A0A0B4J1Y9,Kidney,20.0,0.0
A0A0B4J1Y9,Liver,21.0,0.0
A0A0B4J1Y9,Lung,22.0,0.0
A0A0B4J1Y9,Lymph node,23.0,0.0
A0A0B4J1Z2,Adipose tissue,0.0,6.9
A0A0B4J1Z2,Adrenal gland,1.0,12.6
A0A0B4J1Z2,Amygdala,2.0,1.6
A0A0B4J1Z2,Appendix,3.0,2.0
A0A0B4J1Z2,Basal ganglia,5.0,2.2
A0A0B4J1Z2,Bone marrow,6.0,3.5
A0A0B4J200,Adipose tissue,0.0,1.5
A0A0B4J200,Adrenal gland,1.0,0.9
A0A0B4J200,Amygdala,2.0,0.5
A0A0B4J200,Appendix,3.0,12.45
A0A0B4J200,Basal ganglia,5.0,1.2000000000000002
A0A0B4J200,Bone marrow,6.0,3.45
A0A0B4J200,Breast,7.0,0.0
A0A0B4J200,Cervix,10.0,0.0
A0A0B4J200,Colon,11.0,0.5
A0A0B4J200,Duodenum,12.0,3.2
A0A0B4J234,Adipose tissue,0.0,0.3
A0A0B4J234,Adrenal gland,1.0,0.4
A0A0B4J234,Amygdala,2.0,0.0
A0A0B4J234,Appendix,3.0,3.7
A0A0B4J234,Basal ganglia,5.0,0.1
A0A0B4J234,Bone marrow,6.0,0.3
A0A0B4J234,Breast,7.0,0.3
A0A0B4J234,Cervix,10.0,0.0
A0A0B4J234,Colon,11.0,0.5
A0A0B4J234,Duodenum,12.0,0.1
A0A0B4J234,Esophagus,14.0,0.1
A0A0B4J234,Epididymis,16.0,0.6
A0A0B4J234,Fallopian tube,17.0,0.3
A0A0B4J234,Gallbladder,18.0,1.0
A0A0B4J234,Kidney,20.0,0.2
A0A0B4J234,Liver,21.0,0.1
A0A0B4J234,Lung,22.0,1.2
A0A0B4J235,Adipose tissue,0.0,0.8
A0A0B4J235,Adrenal gland,1.0,0.2
A0A0B4J235,Amygdala,2.0,0.0
A0A0B4J235,Appendix,3.0,5.4
A0A0B4J235,Basal ganglia,5.0,0.1
A0A0B4J235,Bone marrow,6.0,1.0
A0A0B4J235,Breast,7.0,0.7
A0A0B4J235,Cervix,10.0,0.8
A0A0B4J237,Adipose tissue,0.0,0.7
A0A0B4J237,Adrenal gland,1.0,0.1
A0A0B4J237,Amygdala,2.0,0.4
A0A0B4J237,Appendix,3.0,8.4
A0A0B4J237,Basal ganglia,5.0,0.8
A0A0B4J237,Bone marrow,6.0,2.4
A0A0B4J237,Breast,7.0,3.3
A0A0B4J237,Cervix,10.0,3.6
A0A0B4J237,Colon,11.0,3.0
A0A0B4J237,Duodenum,12.0,2.4
A0A0B4J237,Esophagus,14.0,1.7
A0A0B4J237,Epididymis,16.0,19.9
A0A0B4J237,Fallopian tube,17.0,13.8
A0A0B4J237,Gallbladder,18.0,8.9
A0A0B4J237,Kidney,20.0,0.7
A0A0B4J237,Liver,21.0,0.5
A0A0B4J237,Lung,22.0,5.4
A0A0B4J237,Lymph node,23.0,46.3
A0A0B4J237,Ovary,29.0,0.6
A0A0B4J237,Pancreas,30.0,0.0
A0A0B4J238,Adipose tissue,0.0,0.0
A0A0B4J238,Adrenal gland,1.0,0.0
A0A0B4J238,Amygdala,2.0,0.1
A0A0B4J238,Appendix,3.0,0.1
A0A0B4J238,Basal ganglia,5.0,0.1
A0A0B4J238,Bone marrow,6.0,0.0
A0A0B4J238,Breast,7.0,0.0
A0A0B4J238,Cervix,10.0,0.0
A0A0B4J238,Colon,11.0,0.0
A0A0B4J238,Duodenum,12.0,0.0
A0A0B4J238,Esophagus,14.0,0.0
A0A0B4J238,Epididymis,16.0,0.0
A0A0B4J238,Fallopian tube,17.0,0.0
A0A0B4J238,Gallbladder,18.0,0.0
A0A0B4J238,Kidney,20.0,0.0
A0A0B4J238,Liver,21.0,0.0
A0A0B4J238,Lung,22.0,0.0
A0A0B4J240,Adipose tissue,0.0,0.6
A0A0B4J240,Adrenal gland,1.0,0.1
A0A0B4J240,Amygdala,2.0,0.0
A0A0B4J240,Appendix,3.0,8.4
A0A0B4J240,Basal ganglia,5.0,0.0
A0A0B4J240,Bone marrow,6.0,0.8
A0A0B4J240,Breast,7.0,1.4
A0A0B4J240,Cervix,10.0,0.8
A0A0B4J241,Adipose tissue,0.0,1.0
A0A0B4J241,Adrenal gland,1.0,1.2
A0A0B4J241,Amygdala,2.0,0.0
A0A0B4J241,Appendix,3.0,9.7
A0A0B4J241,Basal ganglia,5.0,0.0
A0A0B4J241,Bone marrow,6.0,0.5
A0A0B4J241,Breast,7.0,1.2
A0A0B4J248,Adipose tissue,0.0,0.0
A0A0B4J248,Adrenal gland,1.0,0.0
A0A0B4J248,Amygdala,2.0,0.0
A0A0B4J248,Appendix,3.0,0.0
A0A0B4J248,Basal ganglia,5.0,0.0
A0A0B4J248,Bone marrow,6.0,0.0
A0A0B4J248,Breast,7.0,0.0
A0A0B4J249,Adipose tissue,0.0,0.2
A0A0B4J249,Adrenal gland,1.0,0.1
A0A0B4J249,Amygdala,2.0,0.0
A0A0B4J249,Appendix,3.0,3.2
A0A0B4J249,Basal ganglia,5.0,0.0
A0A0B4J249,Bone marrow,6.0,0.4
A0A0B4J249,Breast,7.0,0.6
A0A0B4J249,Cervix,10.0,0.2
A0A0B4J249,Colon,11.0,1.0
A0A0B4J249,Duodenum,12.0,0.3
A0A0B4J249,Esophagus,14.0,0.7
A0A0B4J249,Epididymis,16.0,0.7
A0A0B4J249,Fallopian tube,17.0,0.3
A0A0B4J249,Gallbladder,18.0,1.1
A0A0B4J249,Kidney,20.0,0.0
A0A0B4J249,Liver,21.0,0.0
A0A0B4J249,Lung,22.0,1.2
A0A0B4J249,Lymph node,23.0,1.2
A0A0B4J262,Adipose tissue,0.0,0.3
A0A0B4J263,Adipose tissue,0.0,0.0
A0A0B4J263,Adrenal gland,1.0,0.0
A0A0B4J263,Amygdala,2.0,0.0
A0A0B4J264,Adipose tissue,0.0,0.5
A0A0B4J264,Adrenal gland,1.0,0.6
A0A0B4J264,Amygdala,2.0,0.2
A0A0B4J264,Appendix,3.0,5.5
A0A0B4J264,Basal ganglia,5.0,0.3
A0A0B4J264,Bone marrow,6.0,0.5
A0A0B4J264,Breast,7.0,0.7
A0A0B4J264,Cervix,10.0,1.3
A0A0B4J264,Colon,11.0,1.1
A0A0B4J264,Duodenum,12.0,1.5
A0A0B4J264,Esophagus,14.0,0.4
A0A0B4J264,Epididymis,16.0,0.0
A0A0B4J264,Fallopian tube,17.0,0.8
A0A0B4J264,Gallbladder,18.0,2.4
A0A0B4J264,Kidney,20.0,0.5
A0A0B4J264,Liver,21.0,0.3
A0A0B4J264,Lung,22.0,1.8
A0A0B4J264,Lymph node,23.0,14.5
A0A0B4J264,Ovary,29.0,0.0
A0A0B4J264,Pancreas,30.0,0.0
A0A0B4J264,Placenta,35.0,0.4
A0A0B4J264,Prostate,36.0,2.1
A0A0B4J264,Rectum,37.0,2.1
A0A0B4J264,Skeletal muscle,39.0,0.0
A0A0B4J264,Salivary gland,40.0,0.1
A0A0B4J264,Seminal vesicle,41.0,0.4
A0A0B4J264,Small intestine,43.0,1.3
A0A0B4J264,Smooth muscle,44.0,0.2
A0A0B4J264,Spinal cord,46.0,0.2
A0A0B4J266,Adipose tissue,0.0,0.1
A0A0B4J266,Adrenal gland,1.0,0.0
A0A0B4J266,Amygdala,2.0,0.0
A0A0B4J266,Appendix,3.0,1.9
A0A0B4J266,Basal ganglia,5.0,0.1
A0A0B4J266,Bone marrow,6.0,0.2
A0A0B4J266,Breast,7.0,0.0
A0A0B4J266,Cervix,10.0,0.0
A0A0B4J266,Colon,11.0,0.6
A0A0B4J266,Duodenum,12.0,0.0
A0A0B4J266,Esophagus,14.0,0.0
A0A0B4J266,Epididymis,16.0,1.4
A0A0B4J266,Fallopian tube,17.0,0.2
A0A0B4J266,Gallbladder,18.0,1.0
A0A0B4J271,Adipose tissue,0.0,0.0
A0A0B4J271,Adrenal gland,1.0,0.0
A0A0B4J271,Amygdala,2.0,0.0
A0A0B4J271,Appendix,3.0,3.9
A0A0B4J271,Basal ganglia,5.0,0.0
A0A0B4J271,Bone marrow,6.0,0.5
A0A0B4J271,Breast,7.0,0.9
A0A0B4J271,Cervix,10.0,0.7
A0A0B4J271,Colon,11.0,0.9
A0A0B4J271,Duodenum,12.0,0.7
A0A0B4J271,Esophagus,14.0,0.3
A0A0B4J271,Epididymis,16.0,0.9
A0A0B4J271,Fallopian tube,17.0,0.3
A0A0B4J274,Adipose tissue,0.0,0.4
A0A0B4J274,Adrenal gland,1.0,0.2
A0A0B4J274,Amygdala,2.0,0.0
A0A0B4J274,Appendix,3.0,7.6
A0A0B4J274,Basal ganglia,5.0,0.1
A0A0B4J274,Bone marrow,6.0,0.5
A0A0B4J276,Adipose tissue,0.0,0.0
A0A0B4J276,Adrenal gland,1.0,0.2
A0A0B4J276,Amygdala,2.0,0.0
A0A0B4J276,Appendix,3.0,3.8
A0A0B4J276,Basal ganglia,5.0,0.0
A0A0B4J276,Bone marrow,6.0,0.2
A0A0B4J276,Breast,7.0,0.5
A0A0B4J276,Cervix,10.0,0.1
A0A0B4J276,Colon,11.0,0.7
A0A0B4J276,Duodenum,12.0,0.5
A0A0B4J276,Esophagus,14.0,0.5
A0A0B4J276,Epididymis,16.0,0.0
A0A0B4J276,Fallopian tube,17.0,0.2
A0A0B4J276,Gallbladder,18.0,1.4
A0A0B4J276,Kidney,20.0,0.2
A0A0B4J277,Adipose tissue,0.0,0.7
A0A0B4J277,Adrenal gland,1.0,0.7
A0A0B4J279,Adipose tissue,0.0,0.0
A0A0B4J279,Adrenal gland,1.0,0.0
A0A0B4J279,Amygdala,2.0,0.0
A0A0B4J279,Appendix,3.0,2.5
A0A0B4J279,Basal ganglia,5.0,0.0
A0A0B4J279,Bone marrow,6.0,0.2
A0A0B4J279,Breast,7.0,0.3
A0A0B4J279,Cervix,10.0,0.5
A0A0B4J279,Colon,11.0,0.6
A0A0B4J279,Duodenum,12.0,0.6
A0A0B4J279,Esophagus,14.0,0.0
A0A0B4J279,Epididymis,16.0,0.0
A0A0B4J2D5,Adipose tissue,0.0,0.0
A0A0B4J2D5,Adrenal gland,1.0,0.0
A0A0B4J2D5,Amygdala,2.0,0.1
A0A0B4J2D5,Appendix,3.0,0.0
A0A0B4J2D5,Basal ganglia,5.0,0.4
A0A0B4J2D5,Bone marrow,6.0,0.0
A0A0B4J2D5,Breast,7.0,0.0
A0A0B4J2D5,Cervix,10.0,0.0
A0A0B4J2D5,Colon,11.0,0.0
A0A0B4J2D5,Duodenum,12.0,0.0
A0A0B4J2D5,Esophagus,14.0,0.0
A0A0B4J2D5,Epididymis,16.0,0.0
A0A0B4J2D5,Fallopian tube,17.0,0.0
A0A0B4J2D5,Gallbladder,18.0,0.0
A0A0B4J2D5,Kidney,20.0,0.0
A0A0B4J2D5,Liver,21.0,0.0
A0A0B4J2D5,Lung,22.0,0.0
A0A0B4J2D5,Lymph node,23.0,0.0
A0A0B4J2D5,Ovary,29.0,0.0
A0A0B4J2D5,Pancreas,30.0,0.0
A0A0B4J2F2,Adipose tissue,0.0,0.1
A0A0B4J2F2,Adrenal gland,1.0,0.0
A0A0B4J2F2,Amygdala,2.0,0.1
A0A0B4J2F2,Appendix,3.0,0.0
A0A0B4J2F2,Basal ganglia,5.0,0.0
A0A0B4J2F2,Bone marrow,6.0,0.0
A0A0B4J2F2,Breast,7.0,0.0
A0A0B4J2F2,Cervix,10.0,0.0
A0A0B4J2F2,Colon,11.0,0.0
A0A0B4J2F2,Duodenum,12.0,0.0
A0A0B4J2F2,Esophagus,14.0,0.0
A0A0B4J2F2,Epididymis,16.0,0.0
A0A0B4J2F2,Fallopian tube,17.0,0.0
A0A0B4J2F2,Gallbladder,18.0,0.1
A0A0B4J2H0,Adipose tissue,0.0,13.35
A0A0B4J2H0,Adrenal gland,1.0,0.3
A0A0B4J2H0,Amygdala,2.0,0.2
A0A0B4J2H0,Appendix,3.0,0.6
A0A0B4J2H0,Basal ganglia,5.0,0.3
A0A0B4J2H0,Bone marrow,6.0,0.5
A0A0B4J2H0,Breast,7.0,0.5
A0A0B4J2H0,Cervix,10.0,0.7
A0A0B4J2H0,Colon,11.0,0.2
A0A0B4J2H0,Duodenum,12.0,0.3
A0A0B4J2H0,Esophagus,14.0,0.1
A0A0B4J2H0,Epididymis,16.0,0.4
A0A0B4J2H0,Fallopian tube,17.0,0.3
A0A0B4J2H0,Gallbladder,18.0,0.2
A0A0B4J2H0,Kidney,20.0,0.3
A0A0C4DH24,Adipose tissue,0.0,0.0
A0A0C4DH24,Adrenal gland,1.0,0.6
A0A0C4DH24,Amygdala,2.0,0.0
A0A0C4DH24,Appendix,3.0,1.9
A0A0C4DH24,Basal ganglia,5.0,0.1
A0A0C4DH24,Bone marrow,6.0,0.3
A0A0C4DH24,Breast,7.0,1.2
A0A0C4DH24,Cervix,10.0,0.1
A0A0C4DH24,Colon,11.0,4.0
A0A0C4DH24,Duodenum,12.0,3.5
A0A0C4DH24,Esophagus,14.0,0.6
A0A0C4DH24,Epididymis,16.0,0.0
A0A0C4DH24,Fallopian tube,17.0,0.2
A0A0C4DH24,Gallbladder,18.0,0.1
A0A0C4DH24,Kidney,20.0,0.0
A0A0C4DH24,Liver,21.0,0.0
A0A0C4DH24,Lung,22.0,0.3
A0A0C4DH24,Lymph node,23.0,4.8
A0A0C4DH27,Adipose tissue,0.0,0.5
A0A0C4DH27,Adrenal gland,1.0,0.6
A0A0C4DH27,Amygdala,2.0,0.1
A0A0C4DH27,Appendix,3.0,1.3
A0A0C4DH27,Basal ganglia,5.0,0.2
A0A0C4DH27,Bone marrow,6.0,1.5
A0A0C4DH27,Breast,7.0,0.5
A0A0C4DH27,Cervix,10.0,0.8
A0A0C4DH27,Colon,11.0,1.1
A0A0C4DH27,Duodenum,12.0,0.0
A0A0C4DH27,Esophagus,14.0,0.3
A0A0C4DH27,Epididymis,16.0,0.1
A0A0C4DH27,Fallopian tube,17.0,0.4
A0A0C4DH27,Gallbladder,18.0,2.9
A0A0C4DH27,Kidney,20.0,0.4
A0A0C4DH27,Liver,21.0,0.5
A0A0C4DH27,Lung,22.0,1.8
A0A0C4DH27,Lymph node,23.0,1.8
A0A0C4DH28,Adipose tissue,0.0,0.7
A0A0C4DH28,Adrenal gland,1.0,0.4
A0A0C4DH28,Amygdala,2.0,0.4
A0A0C4DH28,Appendix,3.0,1.8
A0A0C4DH28,Basal ganglia,5.0,0.6
A0A0C4DH28,Bone marrow,6.0,1.8
A0A0C4DH28,Breast,7.0,0.5
A0A0C4DH28,Cervix,10.0,1.0
A0A0C4DH28,Colon,11.0,1.8
A0A0C4DH28,Duodenum,12.0,1.0
A0A0C4DH28,Esophagus,14.0,0.5
A0A0C4DH28,Epididymis,16.0,0.0
A0A0C4DH28,Fallopian tube,17.0,0.9
A0A0C4DH28,Gallbladder,18.0,6.2
A0A0C4DH28,Kidney,20.0,0.4
A0A0C4DH28,Liver,21.0,0.3
A0A0C4DH28,Lung,22.0,2.1
A0A0C4DH28,Lymph node,23.0,13.4
A0A0C4DH28,Ovary,29.0,0.1
A0A0C4DH28,Pancreas,30.0,0.0
A0A0C4DH29,Adipose tissue,0.0,20.5
A0A0C4DH29,Adrenal gland,1.0,6.9
A0A0C4DH29,Amygdala,2.0,0.1
A0A0C4DH29,Appendix,3.0,238.7
A0A0C4DH29,Basal ganglia,5.0,0.3
A0A0C4DH29,Bone marrow,6.0,68.6
A0A0C4DH29,Breast,7.0,120.6
A0A0C4DH29,Cervix,10.0,72.1
A0A0C4DH29,Colon,11.0,441.7
A0A0C4DH29,Duodenum,12.0,266.3
A0A0C4DH29,Esophagus,14.0,28.9
A0A0C4DH29,Epididymis,16.0,2.9
A0A0C4DH29,Fallopian tube,17.0,6.3
A0A0C4DH29,Gallbladder,18.0,95.5
A0A0C4DH29,Kidney,20.0,4.0
A0A0C4DH29,Liver,21.0,8.1
A0A0C4DH29,Lung,22.0,8.1
A0A0C4DH30,Adipose tissue,0.0,0.6
A0A0C4DH30,Adrenal gland,1.0,1.4
A0A0C4DH30,Amygdala,2.0,0.2
A0A0C4DH30,Appendix,3.0,0.0
A0A0C4DH30,Basal ganglia,5.0,0.4
A0A0C4DH30,Bone marrow,6.0,0.0
A0A0C4DH30,Breast,7.0,1.7
A0A0C4DH30,Cervix,10.0,4.6
A0A0C4DH30,Colon,11.0,0.0
A0A0C4DH30,Duodenum,12.0,0.0
A0A0C4DH30,Esophagus,14.0,183.8
A0A0C4DH30,Epididymis,16.0,5.3
A0A0C4DH30,Fallopian tube,17.0,23.4
A0A0C4DH30,Gallbladder,18.0,12.6
A0A0C4DH30,Kidney,20.0,0.1
A0A0C4DH31,Adipose tissue,0.0,2.4
A0A0C4DH31,Adrenal gland,1.0,3.0
A0A0C4DH31,Amygdala,2.0,0.1
A0A0C4DH31,Appendix,3.0,45.8
A0A0C4DH31,Basal ganglia,5.0,0.4
A0A0C4DH33,Adipose tissue,0.0,7.7
A0A0C4DH33,Adrenal gland,1.0,10.8
A0A0C4DH33,Amygdala,2.0,0.0
A0A0C4DH33,Appendix,3.0,72.1
A0A0C4DH33,Basal ganglia,5.0,0.3
A0A0C4DH33,Bone marrow,6.0,12.9
A0A0C4DH33,Breast,7.0,16.6
A0A0C4DH33,Cervix,10.0,20.4
A0A0C4DH33,Colon,11.0,35.6
A0A0C4DH34,Adipose tissue,0.0,25.3
A0A0C4DH34,Adrenal gland,1.0,94.9
A0A0C4DH34,Amygdala,2.0,2.2
A0A0C4DH34,Appendix,3.0,664.7
A0A0C4DH34,Basal ganglia,5.0,1.4
A0A0C4DH34,Bone marrow,6.0,66.1
A0A0C4DH34,Breast,7.0,326.8
A0A0C4DH34,Cervix,10.0,78.6
A0A0C4DH34,Colon,11.0,999.4
A0A0C4DH34,Duodenum,12.0,874.3
A0A0C4DH34,Esophagus,14.0,137.6
A0A0C4DH34,Epididymis,16.0,17.2
A0A0C4DH34,Fallopian tube,17.0,23.5
A0A0C4DH34,Gallbladder,18.0,211.0
A0A0C4DH34,Kidney,20.0,14.7
A0A0C4DH34,Liver,21.0,21.0
